No,Type,Mentions,Majas,Date,Link,Media,Sentiment,Category Group,Category,
251,th-comment,Prabowo gk pro saham bang,RETORIS,2026-05-16 18:31:56,https://www.threads.com/@iaz.95/post/DYZeEgHn_RW,Threads,Negative,-,-,
252,text,"PRABOWO GIBRAN BERMANFAAT APA TIDAAAKKKK 280 JUTA KOMPAK BILANG: "" TIDAKKKKKK""",SINISME,2026-05-16 18:00:59,https://www.threads.com/@yuzarsifff69/post/DYZah6IgdwH,Threads,Negative,-,-,
253,text,Setiap Prabowo pidato kiamat maju 1 hari,SARKASME ,2026-05-16 17:24:56,https://www.threads.com/@jesseevelynnn/post/DYZWZ2nAbbL,Threads,Negative,-,-,
254,text,the world is much safer without 3 people : - benjamin netanyahu Ã°ÂŸÂ‡Â®Ã°ÂŸÂ‡Â± - donald trump Ã°ÂŸÂ‡ÂºÃ°ÂŸÂ‡Â¸ - prabowo subianto Ã°ÂŸÂ‡Â²Ã°ÂŸÂ‡Â¨,SARKASME ,2026-05-16 15:22:14,https://www.threads.com/@biyanfadhil/post/DYZIXMXEfUk,Threads,Negative,-,-,
255,text,"Prabowo: ""Rupiah begini dolar begini. Orang rakyat di desa nggak pakai dolar kok!Ã¢Â€Â Ya, kalimat PEMBODOHAN PUBLIK ini diucapkan dari mulut seorang PRESIDEN. Kaget? Jujur nggak, memangnya berharap apa sih kalian sama orang yang fetishnya ngata-ngatain",SINISME,2026-05-16 15:19:25,https://www.threads.com/@orchidily__/post/DYZICiIjsN6,Threads,Negative,-,-,
256,th-comment,"Sedangkan statement Prabowo tentang inflasi: ""Rakyat Desa kan gak pakai dollar"" Ã°ÂŸÂ¤Â¡",SARKASME ,2026-05-16 15:10:12,https://www.threads.com/@elitonkchii/post/DYZG--JCXye,Threads,Negative,-,-,
257,text,"Kalimat yang gw benci Ã¢Â€ÂœNyesel pilih prabowoÃ¢Â€Â Gausa drama nyesel segala lah, dr awal lu milih prabowo aja udah tolol",SINISME,2026-05-16 13:53:08,https://www.threads.com/@risabelummakan/post/DYY-Kl-mI90,Threads,Negative,-,-,
258,video,"""Rakyat di desa ngak pakai dollar"" ~ Presiden Prabowo Subianto, 16 Mei 2026. Waktu dan tempat dipersilakan. Ã°ÂŸÂ˜Â¤ Kayaknya bentar lagi tembus 20ribu per 1 USD.",SARKASME ,2026-05-16 13:15:13,https://www.threads.com/@drg_yurika/post/DYY5vyTgTcN,Threads,Negative,-,-,
259,video,"kenapa habibie berhasil sedangkan prabowo tidak? Karna saat Indonesia menghadapi krisis dan inflasi tinggi, Habibie mengambil keputusan besar: menunda ""ambisi proyek pesawat nasional"" demi menjaga stabilitas ekonomi dan rupiah. Sedangkan prabowo? tete",SARKASME ,2026-05-16 11:07:28,https://www.threads.com/@justnobodyrill/post/DYYrIbCAjVX,Threads,Negative,Asta Cita,Asta Cita 5,
260,th-comment,prabowo harus belajar cara menentukan prioritas di masa sulit.,IRONI,2026-05-16 11:06:22,https://www.threads.com/@justnobodyrill/post/DYYrFGwGNT6,Threads,Negative,-,-,
261,photo,Ã°ÂŸÂšÂ¨ Ã¢Â€ÂœURUS DULU BISNISMU YANG ILEGAL!Ã¢Â€Â Ã°ÂŸÂ‡Â®Ã°ÂŸÂ‡Â©Ã°ÂŸÂ‡Â¨Ã°ÂŸÂ‡Â³ China protes aturan RI soal DHE & royalti tambang ke Prabowo. Purbaya langsung balas keras: Ã°ÂŸÂ’Â¥ Ã¢Â€ÂœBanyak bisnis China di RI nggak legal!Ã¢Â€Â Menurut kalian: Ã,RETORIS,2026-05-16 10:12:17,https://www.threads.com/@capitalinsight.id/post/DYYk4-5DxZ7,Threads,Negative,Asta Cita,Asta Cita 5,
262,text,Institusi Busuk pada zaman Prabowo: 1. TNI 2. Polri 3. Kejaksaan,SARKASME ,2026-05-16 4:46:33,https://www.threads.com/@ajisetiyawan1234/post/DYX_nOcEpa-,Threads,Negative,-,-,
263,text,"Gibran, kaesang, bobby, prabowo, teddy, semua pernah foto sama wong solo satu itu",RETORIS,2026-05-16 2:05:20,https://www.threads.com/@cppspa22/post/DYXtKfDEqKJ,Threads,Negative,-,-,
264,text,"KORUPTOR YG DI UNTUNGKAN DARI KEBIJAKAN PRABOWO KETAK KETIR , KARENA PRABOWO GIBRAN INFO A1 MAU DI MAKZULKAN MPR. YG SETUJU PRABOWO GIBRAN TURUN MANA SUARANYA.",RETORIS,2026-05-16 0:13:34,https://www.threads.com/@yuzarsifff69/post/DYXgX3EAbyl,Threads,Negative,-,-,
265,th-comment,"Jadi sekarang narasi kalian adalah Habibie VS Prabowo , dasar kalian HTI yaman terkutuk budak soros yahudi",SIMILE,2026-05-15 19:52:50,https://www.threads.com/@wahyufredy69/post/DYXCiNqHcqy,Threads,Negative,-,-,
266,th-comment,"Jangan beli saham bank Himbara. Dia bakal dijadikan sapi perah oleh Prabowo, dan keuntungan yg didapat jadi sedikit. Tp percaya silahkan, gak juga gak papa",RETORIS,2026-05-15 17:51:42,https://www.threads.com/@kaisen.cin12/post/DYW0rAFEhgD,Threads,Negative,-,-,
267,video,Cocomelon Ã¢ÂÂŒ OmonOmon Ã¢ÂœÂ… Kayaknya ini cocok jadi jingle MBG ya Ã°ÂŸÂ¤Â­ #gemoy #prabowo #mbg #trending #cocomelon,SATIRE,2026-05-15 17:35:01,https://www.threads.com/@talentastudio.id/post/DYWyq_VD9SP,Threads,Negative,-,-,
268,video,"Satu dari lima orang yang t*w4s t3rt3mb*k dalam operasi militer di kawasan Tembagapura, Papua Tengah, Kamis (7/5/2026) malam, ternyata berstatus pelajar. Berniat cari uang dengan dulang emas bersama keluarganya, justru bernasib sial diterjang peluru hingg",RETORIS,2026-05-15 17:32:27,https://www.threads.com/@jekyrinaldi/post/DYWydukjyrA,Threads,Negative,-,-,
269,th-comment,"Kasian Pak wowo, melanjutkan sisa2 kerja Pak wiwi",RETORIS,2026-05-15 14:14:11,https://www.threads.com/@azzahradyah/post/DYWbx5nk8SK,Threads,Negative,-,-,
270,text,"Laporan The Economist udah ngomong terang-terangan: Prabowo Subianto dianggap sedang membahayakan ekonomi Indonesia sekaligus pelan-pelan mengikis demokrasi. Ã¢Â€ÂœSpendthriftÃ¢Â€Â itu bukan cuma boros, tapi boros tanpa arah. Ã¢Â€ÂœEroding democracyÃ¢Â€",REPETISI,2026-05-15 12:20:18,https://www.threads.com/@nklshryw/post/DYWOvt-iRe5,Threads,Negative,Asta Cita,Asta Cita 1,
271,photo,"#intinyadeh The Economist bilang: ""Prabowo Subianto is too spendthrift & too authoritarian, is eroding its finances & its democracy, a thuggish general, temperament is so mercurial, whatever Mr PrabowoÃ¢Â€Â™s intentions, dangers loom"" Gw translate buat",IRONI,2026-05-15 11:34:59,https://www.threads.com/@thomas.hanzee/post/DYWJj5ziej2,Threads,Negative,Asta Cita,Asta Cita 1,
272,th-comment,"Tau kan sekarang kenapa Prabowo di pecat rahimahullah Habibie? Ngelunjak, NPD...",SARKASME ,2026-05-15 11:18:25,https://www.threads.com/@celotehdarilangit/post/DYWHqgyk73c,Threads,Negative,-,-,
273,th-comment,"Prabowo rupiah gk ngerti, pesawat gk ngerti juga Ã°ÂŸÂ¤Â£",SARKASME ,2026-05-15 9:42:25,https://www.threads.com/@fatwa_f07/post/DYV8rX7kn1k,Threads,Negative,-,-,
274,th-comment,"Koruptornya mana pak? Sengaja nih orang mau menarasikan ""Di masa kepemimpinan Prabowo, beliau berhasil menyita harta para koruptor"" Lagu lama....",SARKASME ,2026-05-15 9:28:23,https://www.threads.com/@rikku_d/post/DYV7EoEGLx1,Threads,Negative,-,-,
275,photo,"Prabowo sudah empat kali menyaksikan penyerahan uang triliuan rupiah dari hasil sitaan Satgas PKH. Pertanyaannya siapa koruptornya kenapa tidak di tampilkan, gue pengen tempe Ã°ÂŸÂ™Âƒ",REPETISI,2026-05-15 9:13:35,https://www.threads.com/@awanhermawan114/post/DYV5YNqEx47,Threads,Negative,-,-,
276,text,Pantes prabowo yakin Indonesia bakal bubar tahun 2030. Ternyata dia sendiri yang bubarin.,SARKASME ,2026-05-15 8:25:43,https://www.threads.com/@kamilacil/post/DYVz5lxD7_t,Threads,Negative,-,-,
277,th-comment,"Wkwk kinerja baik 20% kinerja buruknya mendominasi, apa bedanya sama rezimnya prabowo kalo mau dicari halÃ¢Â€Â positifnya juga pasti ada tp dominan yg mana, bukan diem gw sibuk kerja ga mainan sosmed mulu.",SARKASME ,2026-05-15 6:03:28,https://www.threads.com/@rakawisnubrata/post/DYVjnv-ge-v,Threads,Negative,-,-,
278,text,"Lo pikir dengan kebijakan majikan idiot lu kita ga bakal ke jurang krismon hah?? Ugal2an pake duit negara ber triliun2 buat mbg belom fasilitas2 buat anggota2 mbg ber milyar2, asing aja udah ngeri ma kegoblokan wowow makanya pada hengkang, belom lagi wowo",HIPERBOLA,2026-05-15 6:02:24,https://www.threads.com/@dyahindriani.s/post/DYVjf9REqoM,Threads,Negative,-,-,
279,text,WAJAH MANUSIA DI MUKA BUMI INI YG MUAK BANGET GW LIAT ADALAH PRABOWO GIBRAN.,SINISME,2026-05-14 20:14:32,https://www.threads.com/@yuzarsifff69/post/DYUgORegZTQ,Threads,Negative,-,-,
280,text,BANYAK ORANG TIDAK SABAR MENUNGGU PRABOWO GIBRAN DI GULINGKAN... BISMILLAH MINGGU INI REZIM INI TURUN...... REVOLUSI.,SINISME,2026-05-14 19:54:48,https://www.threads.com/@yuzarsifff69/post/DYUd9wrgS2l,Threads,Negative,-,-,
281,text,Temen temen jangan lupa nanti di akhirat kita bersaksi kalo pemerintah jokowi & prabowo antek antek nya udah dzolim bgt Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­,SARKASME ,2026-05-14 18:55:21,https://www.threads.com/@hatemymood/post/DYUXKXyE8Ak,Threads,Negative,-,-,
282,th-comment,"Mohon maaf, ""milih Prabowo karena Gibran"" itu udah serendah-rendahnya peradaban Ã°ÂŸÂ™ÂÃ°ÂŸÂÂ½",SARKASME ,2026-05-14 15:49:08,https://www.threads.com/@rizkymptr_128/post/DYUB2ZvEuop,Threads,Negative,-,-,
283,text,"Jaman Jahiliyah : Raja Namrud : Ã¢Â€ÂœLu gila ya Musa, Batu yang gak tau apa apa lu tuduh menghancurkan berhalaÃ¢Â€Â Musa : Ã¢Â€ÂœUdah tau gak bisa apa apa, Ngapain lu sembah? Jadi siapa yang gila??Ã¢Â€Â Masa Modern Warga IQ 58 : Ã¢Â€ÂœStop nyalahin",RETORIS,2026-05-14 13:09:46,https://www.threads.com/@banu_sucipt0/post/DYTvnLiGOrs,Threads,Negative,-,-,
284,th-comment,Lu milih wowo karna gibran pun udah keliatan GA ADA OTAKNYA..,SARKASME ,2026-05-14 11:51:54,https://www.threads.com/@kikinovrita/post/DYTms1ik2Z8,Threads,Negative,-,-,
285,text,For me didn't vote for Prabowo isn't an achievement. It's common sense.,SARKASME ,2026-05-14 11:33:18,https://www.threads.com/@yosi.hs/post/DYTkktSD7VO,Threads,Negative,-,-,
286,text,"Org2 yg sok bangga ga dukung prabowo sama yg ngedukung begonya sama kok. Aneh emg lu semua, trus kenapa emg? semakin lu jauhin, mereka juga ga peduli, dan bakal ada polarisasi kalo lu cuman bacot doang. Indo ga maju2 justru krn byk sdm rendah kyk lu gini",SINISME,2026-05-14 11:01:24,https://www.threads.com/@flefynn/post/DYTg7Btk-6Y,Threads,Negative,Asta Cita,Asta Cita 4,
287,text,Dia tuh berkunjung sana sini karena dia butuh banget ngasih tau para pemimpin negara2 lain saya ini Presiden Indonesia. NPD,SINISME,2026-05-14 8:13:32,https://www.threads.com/@rieewarara/post/DYTNte1CO0w,Threads,Negative,-,-,
288,photo,Anggaran kemensos 4.14 miliar untuk bingkai foto Prabowo-Gibran. Perasaan dulu pas gue sekolah itu beli sendiri deh?,IRONI,2026-05-14 8:09:38,https://www.threads.com/@luckchan/post/DYTNQ95E7Ug,Threads,Negative,-,-,
289,th-comment,Kan sudah diingetin sama Pak Prabowo,RETORIS,2026-05-14 6:17:52,https://www.threads.com/@tahulontongajaib/post/DYTAeVSk4V0,Threads,Negative,-,-,
290,text,"Tau endingnya? PRABOWO akan men drop semua tuduhan, Nadiem keluar, dan dia dielu2kan sebagai pahlawan.. liat aja",RETORIS,2026-05-14 5:57:01,https://www.threads.com/@ramaadityaks/post/DYS-Fpvk6Qb,Threads,Negative,-,-,
291,text,Tidak memilih Prabowo dan Gibran adalah achievement terbaik dalam hidupku so far. Terimakasih wahai diriku,SARKASME ,2026-05-14 5:56:46,https://www.threads.com/@shelovian/post/DYS-DwiErKp,Threads,Negative,-,-,
292,text,Tolong ya @prabowoforpresident bapak itu presiden Indonesia. BUKAN TAYLOR SWIFT. Kok malah tur 50 negara. Mba Taylor ae konser juga kaga sampe 50 negara itu.. Tolong di benahi negaranya. Itu tugas & kewajiban anda.,SINISME,2026-05-14 5:26:29,https://www.threads.com/@fathiafairuza/post/DYS6mCdE4-x,Threads,Negative,-,-,
293,text,"Setidaknya Anies & Ganjar itu pernah mimpin suatu daerah, jadi udah terbiasa berpikir dulu sebelum bikin kebijakan. Lah prabowo? Jangankan mimpin daerah, mimpin keluarganya aja gak becus.",SARKASME ,2026-05-14 4:23:52,https://www.threads.com/@mayratrin_/post/DYSzbbeE2J2,Threads,Negative,-,-,
294,th-comment,Terus fungsinya ponakan Prabowo di BI apa ya? Malah rupiah tambah nyungsep,SARKASME ,2026-05-14 3:19:11,https://www.threads.com/@ib08.01/post/DYSsBmrk8ow,Threads,Negative,-,-,
295,text,"Satgas PKH Serahkan Uang 1 Minggu MBG ke Negara, Prabowo: bla bla bla",SATIRE,2026-05-14 1:30:03,https://www.threads.com/@bowielha/post/DYSfiTRk32U,Threads,Negative,-,-,
296,photo,"Dear mbak2 yang bikin utas Ã¢Â€Âœrupiah anjlok kok salahin prabowo, salahin BI dongÃ¢Â€Â Noh uda sepaket mba mau bicara apalagi kau",SARKASME ,2026-05-14 0:21:27,https://www.threads.com/@fathiafairuza/post/DYSXr3cGRas,Threads,Negative,-,-,
297,th-comment,"Udah jelas koqÃ¢Â€Â¦emang pada bodoh aja yg milih doiÃ¢Â€Â¦gw ya dr 2004 inget bgt baca buku Presiden Habibie Ã¢Â€ÂœDetik detik menentukanÃ¢Â€Â dr situ aja gw udah ga mau suatu saat Prabowo entah jd capres,menteri dll..ealaahh doi maju dr cawapres sampai",HIPERBOLA,2026-05-13 23:55:17,https://www.threads.com/@didivai/post/DYSUsPcj4fY,Threads,Negative,-,-,
298,video,Hasil penyidikan Prabowo terbukti melakukan pelanggaran HAM berat,SARKASME ,2026-05-13 21:30:58,https://www.threads.com/@jasa_teman_turing_/post/DYSEIFVjypU,Threads,Negative,Asta Cita,Asta Cita 1,
299,th-comment,"gabisa, prabroro terlalu egois dan batu, orang di kabinet gk kompeten trs dikasih tau ahli juga gamau dengerin, alergi orang pinter dia.",SINISME,2026-05-13 21:28:44,https://www.threads.com/@awan.kelabu123/post/DYSD643jylP,Threads,Negative,-,-,
300,text,Prabowo aja bgini. Apalagi anies & ganjar,METAFORA,2026-05-13 19:32:41,https://www.threads.com/@rana.ghas/post/DYR2o1OjxeV,Threads,Negative,-,-,
301,text,"Prabowo idul adha tahun ini kurbannya banyak, yaitu 288 juta rakyat indonesia",SARKASME ,2026-05-13 19:15:01,https://www.threads.com/@jesseevelynnn/post/DYR0niBge5v,Threads,Negative,-,-,
302,text,Banyak kata kata Prabowo di masa lalu terbukti sekrang. Tpi yg buruk semua.,SARKASME ,2026-05-13 17:58:35,https://www.threads.com/@amrul702/post/DYRr3snkdVs,Threads,Negative,-,-,
303,text,"""Stop nyalahir Prabowo, beliau gatau apa-apa."" HAH?! BAYI DIA?? Trus taunya apaaaaaa... GEBRAK MEJA, NUDUHÃ‚Â², JOGETÃ‚Â²",SARKASME ,2026-05-13 17:21:08,https://www.threads.com/@yulia.nady/post/DYRnlWigUe4,Threads,Negative,-,-,
304,text,Damn right prabowo said Subianto !,RETORIS,2026-05-13 16:25:43,https://www.threads.com/@dhandaya_79/post/DYRhPe4ETvg,Threads,Negative,-,-,
305,th-comment,"Iya uangnya pak prabowo dan teman2, bkn uang negara yg buat rakyat, uangnya pak prabowo mah dollar jd mlh naik bkn turun",SARKASME ,2026-05-13 15:03:58,https://www.threads.com/@lilyhouseplants/post/DYRX4umCWjh,Threads,Negative,-,-,
306,th-comment,Wowo : Kabur AJA Loe semua Ke YAMAN...! Meanwhile Yaman : Hold my Rocket bradahhh... ! Ã°ÂŸÂ—Â¿Ã°ÂŸÂ—Â¿Ã°ÂŸÂ—Â¿,SARKASME ,2026-05-13 11:45:57,https://www.threads.com/@s_robbie10/post/DYRBOYNgJCq,Threads,Negative,-,-,
307,text,Prabowo should be proud. He created krismon in less than 2 years. Even Suharto had to wait for 32 years for making it happen Ã°ÂŸÂ¥Â°,SIMILE,2026-05-13 10:35:37,https://www.threads.com/@seraphine.jo/post/DYQ5LOwkgis,Threads,Negative,-,-,
308,photo,"Hanya mengungkapkan isi hati, SAYA MENYESAL PILIH PRABOWO Ã°ÂŸÂ¥Â€Ã°ÂŸÂ¥Â€Ã°ÂŸÂ¥Â€",SINISME,2026-05-13 9:17:33,https://www.threads.com/@jscsharent/post/DYQwPeagYly,Threads,Negative,-,-,
309,text,"kasian pak prabowo jadi kambing hitam, padahal yang teken kontrak bukan diaa,, iyaaaÃ°ÂŸÂ«Â£",IRONI,2026-05-13 8:09:04,https://www.threads.com/@safieraputri/post/DYQoZ47knI7,Threads,Negative,-,-,
310,text,"jaman jokowi hutan Kalimantan di babat, sekarang jamannya wowo jutaan hektar hutan Papua yang di babat",METAFORA,2026-05-13 8:03:58,https://www.threads.com/@udaputra16/post/DYQn0mMkxKz,Threads,Negative,-,-,
311,text,"Kuciyose no jutsu: BUZZER 02, MBG, PRABOWO, BOTY TEDDY",SATIRE,2026-05-13 7:42:56,https://www.threads.com/@jojoirawanto/post/DYQladViFW2,Threads,Negative,-,-,
312,text,Bahkan berat badan pak Wowo pun ikut naik,SARKASME ,2026-05-13 3:22:07,https://www.threads.com/@yakamanikudiwinyo/post/DYQHkQCE2CV,Threads,Negative,-,-,
313,th-comment,Fakta lah. Habibi naik karna Presiden Soeharto turun. Prabowo naik karna dipilih masyarakat. Siapa yg milih habibi? Giveaway kan.,METAFORA,2026-05-13 1:38:46,https://www.threads.com/@frengky_jr22/post/DYP7vQwgTDm,Threads,Negative,-,-,
1,video,"prabowo kurban sapi 1089 ekor, dan total hingga 100 milyar Ã°ÂŸÂ˜Â² !! #kurban #prabowo",SINISME ,2026-05-27 23:37:05,https://www.tiktok.com/@rochim9998/video/7644611518696377608,TikTok,Negative,-,-,
2,video,VIRAL! Rupiah otw 25k ? #gemagoeyardi #astronacci #astroxkc12 #komunitasclipping #prabowo,IRONI ,2026-05-27 22:54:23,https://www.tiktok.com/@skadoosh.clip/video/7644600496619146517,TikTok,Negative,-,-,
3,video,Ngeri polÃ°ÂŸÂ˜Â± sapi berat 1 ton dari pak prabowo presiden INDONESIA berhasil di robohkan yang sebelumnya mengamuk sampai panitia kurban kuwalahanÃ°ÂŸÂ¥Âº jika kalian penasaran saat moment sapinya mengamuk langsung cek di postingan sebelumnyaÃ¢Â€Â¼Ã¯Â¸Â,HIPERBOLA ,2026-05-27 22:53:17,https://www.tiktok.com/@muhammad.khalis795/video/7644600215206415636,TikTok,Negative,-,-,
4,video,kurban presiden prabowo gaya baru #presidente #viraltiktok #fy,IRONI ,2026-05-27 21:24:32,https://www.tiktok.com/@aktree5/video/7644577361802956039,TikTok,Negative,-,-,
5,video,"Presiden Prabowo Subianto melaksanakan salat Iduladha 1447 H di Wisma Indonesia, Paris, bersama warga negara Indonesia dan diaspora yang berada di Prancis, Rabu (27/5/2026). Dalam suasana penuh kekhidmatan, jemaah mengikuti rangkaian salat Iduladha yang d",LITERAL,2026-05-27 21:00:00,https://www.tiktok.com/@sindonews/video/7644534535908019476,TikTok,Negative,-,-,
6,video,"Rp 32 MILIAR HILANG DALAM 5 BULAN! Ã°ÂŸÂ’Â¸Ã°ÂŸÂ˜Â± Katanya mau dikejar sampai ke ujung Arktik, tapi kasus korupsi di tahun 2026 malah makin berderet. Wajar aja kalau mukanya kelihatan lelah banget... Ã°ÂŸÂ˜Â®Ã¢Â€ÂÃ°ÂŸÂ’Â¨ Menurut kalian, ini masalah sis",SARKASME,2026-05-27 20:18:18,https://www.tiktok.com/@coisklip/video/7644560159502650632,TikTok,Negative,-,-,
7,video,Mengapa Nobar Film Dokumenter Pesta Babi Dibubarkan? . Apa yang sesungguhnya terjadi? Simak selengkapnya disiniÃ°ÂŸÂ‘Â‡ #doktorriyan #melekpolitik #politik #pestababi #oligarki #indonesia #prabowo #islamkaffah #khilafah #partaiislam #partaipolitik #partai,RETORIS,2026-05-27 20:17:03,https://www.tiktok.com/@suarahatiumat/video/7644559961837587733,TikTok,Negative,-,-,
8,video,"Penggunaan dana APBN untuk bantuan sapi kurban Presiden Prabowo Subianto disebut tidak melanggar syariat. Ketua Bidang Fatwa Majelis Ulama Indonesia, Asrorun Niam Sholeh, menilai bantuan tersebut ditujukan untuk kemaslahatan masyarakat sehingga diperboleh",LITERAL,2026-05-27 20:16:28,https://www.tiktok.com/@indonesiamerdek263/video/7644559714935721232,TikTok,Negative,-,-,
9,video,"TIDAK MASALAH QURBAN PAKAI APBN? TIDAK MASALAH QURBAN PAKAI DANA APBN ? Ketua Bidang Fatwa Majelis Ulama Indonesia (MUI) Asrorun Niam Sholeh mengatakan, pembelian hewan kurban oleh Presiden Prabowo Subianto menggunakan Anggaran Pendapatan Belanja Negara (",RETORIS,2026-05-27 20:13:46,https://www.tiktok.com/@memepolitaik1/video/7644559122217635092,TikTok,Negative,-,-,
10,video,"Presiden Republik Indonesia Prabowo Subianto melaksanakan salat sunah Iduladha 1447 Hijriah di Wisma Indonesia, Paris, Prancis, pada Rabu, 27 Mei 2026, bertepatan dengan 10 Zulhijah 1447 Hijriah. Kehadiran Presiden dalam salat berjemaah tersebut menjadi m",LITERAL,2026-05-27 20:04:29,https://www.tiktok.com/@merdekacom/video/7644556658181459201,TikTok,Negative,-,-,
11,video,"""Laporan terhadap dugaan ujaran kebencian yang dilakukan oleh saudara Permadi Arya alias Abu Janda. Beliau diduga menyampaikan ujaran kebencian terhadap masyarakat Sumatera Barat dengan menyebut 'suku barbar',"" ujar Sekjen DPP IKM, Braditi Moulevey Rajo M",LITERAL,2026-05-27 20:02:42,https://www.tiktok.com/@info_padang/video/7644556279825861909,TikTok,Negative,-,-,
12,video,1098 EKOR SAPI HABISKAN 100 MILYAR DUIT APBN UNTUK KURBAN PRABOWO #presidenprabowo #prabowogibran2024 #prabowokurban,IRONI,2026-05-27 19:59:35,https://www.tiktok.com/@cerah_biru/video/7644555427526626568,TikTok,Negative,-,-,
13,video,"Presiden Prabowo beli sapi Pakai APBN, apa salahnya? #iduladha #harirayaqurban #prabowo #prabowosubianto #fyp",RETORIS,2026-05-27 19:57:25,https://www.tiktok.com/@deannatsir/video/7644554909764865298,TikTok,Negative,-,-,
14,video,"Pesan Tegas Prabowo: Kelola 17.000 Triliun, Jangan Sampai Bocor! Ã°ÂŸÂ’Â° #danantara #prabowo #shorts Presiden RI Prabowo Subianto menjelaskan apa itu DANANTARA (Daya Anagata Nusantara). Sebagai Sovereign Wealth Fund Indonesia, Danantara dirancang untuk",LITERAL,2026-05-27 19:30:00,https://www.tiktok.com/@chanelernatv/video/7644459634702470418,TikTok,Negative,-,-,
15,video,#duet dengan @Mulut Netizen Official #prabowo #hukummatikoruptordanmiskinkan #suararakyatberdaulat #gerakanmahasiswa,LITERAL,2026-05-27 19:28:13,https://www.tiktok.com/@fypandviral/video/7644547377591831829,TikTok,Negative,-,-,
16,video,"Bijak bermedia sosial itu penting, apalagi saat momen Idul Adha ketika banyak informasi viral beredar tanpa verifikasi. Belakangan muncul unggahan tentang sapi kurban presiden yang ternyata menggunakan foto lama sapi kurban milik Prabowo tahun 2024, lalu",LITERAL,2026-05-27 19:15:06,https://www.tiktok.com/@gemamuda.indonesia/video/7644544007967919367,TikTok,Negative,-,-,
17,video,"Ketua Bidang Fatwa MUI Asrorun Niam Sholeh menyebut pembelian sapi kurban Presiden Prabowo Subianto lewat APBN sah secara syar'i. Ia juga mengatakan pengadaan kurban kepala negara memakai kas negara memiliki landasan fikih, termasuk 1.098 sapi dari APBN.",LITERAL,2026-05-27 18:57:09,https://www.tiktok.com/@kompascom/video/7644539384284417301,TikTok,Negative,-,-,
18,video,Prabowo beli sapi pake apbn?? Hoax gak sih?,RETORIS,2026-05-27 18:52:50,https://www.tiktok.com/@angelinahira/video/7644538274400177416,TikTok,Negative,-,-,
19,video,Pak Prabowo beli sapi pakai uang sendiri !! #pakprabowosubianto #sapikurban #mbgmasbowo #laguviral,LITERAL,2026-05-27 18:39:32,https://www.tiktok.com/@diaryku.id/video/7644534837973421333,TikTok,Negative,-,-,
20,video,"Presiden RI Prabowo Subianto melaksanakan salat Iduladha 1447 Hijriah bersama WNI dan diaspora Indonesia di Wisma Indonesia, Paris, Prancis, Rabu (27/5/2026). Prabowo tiba sekitar pukul 08.40 waktu setempat dan langsung disambut gema takbir para jemaah se",LITERAL,2026-05-27 18:17:33,https://www.tiktok.com/@suaradotcom/video/7644529211675282696,TikTok,Negative,-,-,
21,video,"Mengenang salah satu moment iconic saat debat calon presiden tahun 2024 lalu di Indonesia. Moment tersebut adalah saat pak prabowo melemparkan pernyataan kepada pak anies baswedan, bahwa dirinya tidak takut tidak punya jabatan di pemerintahan. ""PERNYATA",LITERAL,2026-05-27 18:17:01,https://www.tiktok.com/@rvlsinews77/video/7644529032645692692,TikTok,Negative,-,-,
22,video,Presiden RI Prabowo Subianto menyalurkan bantuan kemasyarakatan berupa 1.098 ekor sapi kurban ke 38 provinsi di seluruh Indonesia dalam momentum Hari Raya Iduladha. Program bantuan kurban presiden ini menjadi salah satu bentuk kepedulian pemerintah kepada,LITERAL,2026-05-27 18:04:32,https://www.tiktok.com/@kompastv.indonesia/video/7644525869125537025,TikTok,Negative,-,-,
23,video,DPR Sebut Prabowo Beli 1.098 Ekor Sapi Pakai Dana APBN dengan Total Rp 100 Miliar Hal yang Wajar Baca berita selengkapnya di situs video.tribunnews.com #dpr #hewankurban #hewankurbanprabowo #kurban #tiktokberita,LITERAL,2026-05-27 18:00:00,https://www.tiktok.com/@tribunnews/video/7644514502989319432,TikTok,Negative,-,-,
24,video,"Presiden Prabowo Subianto melaksanakan sholat Idul Adha di Wisma Indonesia, Paris, Prancis, pada Rabu 27 Mei 2026. Prabowo hadir dengan didampingi anaknya, Didit Hediprasetyo, dan Sekretaris Kabinet Teddy Indra Wijaya. Mereka sholat bersama dengan diaspo",LITERAL,2026-05-27 17:45:59,https://www.tiktok.com/@republikaonline/video/7644521043641535765,TikTok,Negative,-,-,
25,video,ini mrk penerimanya anjing#soros selamatkan #indonesiaÃ°ÂŸÂ‡Â®Ã°ÂŸÂ‡Â© lindungi bapak #prabowosubianto #presidenprabowosubianto,SARKASME,2026-05-27 17:42:21,https://www.tiktok.com/@bocah.tengil154/video/7644520102523669780,TikTok,Negative,-,-,
26,video,pak Anis Baswedan vs Prabowo Subianto beda tipis bagai bumi dan langit ya ges Ã°ÂŸÂ«Â¢Ã°ÂŸÂ«Â¢Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£ #fypÃ£Â‚Â·Ã£Â‚Âš #fypage #anisbaswedan #prabowosubianto #fypÃ£Â‚Â·Ã£Â‚ÂšviralÃ°ÂŸÂ–Â¤tiktok,SIMILE,2026-05-27 17:30:51,https://www.tiktok.com/@m.firdaus866/video/7644517142523743506,TikTok,Negative,-,-,
